amazon_key,x_coord,y_coord
fm_102862_-29829,400,56
fm_102863_-81211,490,349
fm_102872_33768,290,103
fm_102892_31228,36,281
fm_102892_31268,317,198
fm_102906_-13922,493,342
fm_10292_-9485,245,192
fm_10293_-24501,233,346
fm_102966_-13672,275,278
fm_102994_53417,305,174
fm_102994_57147,495,217
fm_103008_-31699,454,225
fm_103016_-7162,351,371
fm_103048_20947,193,132
fm_103063_-67921,477,165
fm_103099_54957,422,309
fm_103340_-102000,183,359
fm_103342_42088,362,274
fm_103352_-25499,444,165
fm_103418_-27679,421,225
fm_103428_-26439,30,236
fm_103440_-72531,52,290
fm_103446_33448,402,40
fm_103448_-56783,22,206
fm_103776_-14572,323,123
fm_103780_-99500,87,140
fm_103793_-54623,415,372
fm_103802_-33219,167,74
fm_103802_39638,201,364
fm_103855_11647,174,144
fm_103868_-54343,493,102
fm_103875_-99210,398,190
fm_103876_31568,365,344
fm_103886_37478,350,37
fm_103895_-100460,357,20
fm_103898_-36049,435,309
fm_103916_-13642,229,296
fm_104009_56787,496,350
fm_10410_9796,118,163
fm_104203_-54593,359,285
fm_104216_-3112,61,197
fm_104229_14727,202,164
fm_104335_-101720,390,314
fm_104348_-36689,67,218
fm_104355_-98590,450,186
fm_104372_-38199,447,358
fm_104447_-60533,393,220
fm_104559_51227,61,135
fm_104652_-292,480,134
fm_104652_41488,324,355
fm_104669_13177,175,332
fm_104696_-2472,98,336
fm_104699_12607,121,208
fm_104706_29418,30,236
fm_104709_9467,435,232
fm_104712_-28629,198,370
fm_104753_20667,411,300
fm_104756_30958,389,70
fm_104758_-58023,454,258
fm_104765_19407,173,177
fm_104805_-97030,412,44
fm_104815_-97040,209,196
fm_104818_-36659,495,228
fm_10511_-69388,436,373
fm_105130_-94850,401,63
fm_105142_31878,205,85
fm_105149_7637,149,89
fm_105159_10127,444,165
fm_105162_-35719,43,72
fm_105225_19387,264,35
fm_105236_41768,52,100
fm_105250_-73191,334,137
fm_105255_-97970,259,185
fm_105256_42408,163,41
fm_105258_-48423,156,370
fm_105339_55607,392,175
fm_10541_-75568,337,139
fm_10545_15366,145,212
fm_105546_-4312,349,52
fm_10555_9456,202,307
fm_105590_-97650,125,165
fm_105655_29108,152,117
fm_105665_-93340,239,188
fm_105696_39918,245,335
fm_105706_40578,164,173
fm_105789_54327,4,217
fm_105796_-17082,249,106
fm_105835_-16152,313,37
fm_106036_-6232,330,212
fm_106052_-31079,472,294
fm_106084_-23949,109,282
fm_106108_-50303,411,235
fm_106115_-103560,326,55
fm_106136_-9292,267,298
fm_106138_-26429,498,64
fm_106140_-80931,136,202
fm_10621_-35601,354,357
fm_10636_-78018,285,293
fm_10638_9915,359,354
fm_10641_-36841,200,330
fm_106453_-74131,281,242
fm_106459_10727,383,91
fm_106472_-28629,131,33
fm_106489_15357,216,208
fm_106500_-98300,255,367
fm_106509_17847,397,359
fm_106513_43048,90,102
fm_106551_5737,200,257
fm_106555_-102340,30,147
fm_106555_-99220,18,102
fm_106584_59907,490,207
fm_106586_-11152,396,220
fm_106586_-7142,290,207
fm_106608_-25159,418,373
fm_106610_-74421,18,281
fm_106610_-80941,255,132
fm_106663_-67891,61,197
fm_10674_31246,206,126
fm_106902_-342,216,208
fm_106932_-33279,309,114
fm_106942_32468,294,346
fm_106943_-53403,491,73
fm_107006_32158,36,224
fm_107016_-9292,134,336
fm_107018_-27689,310,364
fm_107025_14467,390,69
fm_107048_-25829,128,279
fm_107065_-97950,497,171
fm_107066_-2192,152,64
fm_10713_-24461,182,338
fm_107352_-25519,283,123
fm_107363_-49373,356,145
fm_107399_8207,414,152
fm_107410_-102020,408,30
fm_10743_-30671,339,48
fm_107447_-68201,52,100
fm_107455_9157,310,344
fm_107465_-90870,277,39
fm_107475_-94580,277,293
fm_107484_-38849,201,135
fm_107498_-49013,331,256
fm_107505_11667,495,326
fm_107508_-31679,474,355
fm_10753_-26301,216,360
fm_107546_-15812,351,369
fm_107559_53077,261,101
fm_107799_11357,313,143
fm_107813_-76931,148,139
fm_107816_-8082,264,232
fm_107829_17217,152,285
fm_107842_32528,437,218
fm_107843_-77541,185,86
fm_107852_32528,475,60
fm_107858_-90530,398,202
fm_107908_-46573,472,157
fm_107966_-4012,264,197
fm_107968_-28929,370,292
fm_108249_17247,19,123
fm_108301_-46283,25,371
fm_108309_11947,119,58
fm_108310_-94870,146,79
fm_108310_-95490,95,97
fm_108354_54617,63,7
fm_108385_-91480,324,55
fm_108386_-12372,16,273
fm_108386_-9272,114,91
fm_108398_-56183,117,228
fm_108406_-15782,256,119
fm_108482_-39429,363,339
fm_108519_59007,15,73
fm_108712_-26729,324,210
fm_108732_-25499,221,238
fm_108742_36558,406,305
fm_108805_7917,488,312
fm_108838_-53693,412,141
fm_108850_-79041,201,364
fm_108909_53687,435,127
fm_108959_52507,24,269
fm_10897_49994,423,274
fm_109186_-14542,247,197
fm_109206_-12742,404,360
fm_109220_-24279,269,46
fm_109268_-59303,30,236
fm_109286_39928,398,231
fm_109308_-24579,323,280
fm_109419_56167,208,160
fm_109603_-69801,18,102
fm_109632_-27339,490,263
fm_109646_-10852,76,364
fm_109659_18437,317,224
fm_10971_-50496,339,164
fm_109745_-93970,160,14
fm_109758_-30129,87,327
fm_109793_-82501,444,165
fm_10988_57774,80,11
fm_10995_7586,9,263
fm_110056_-6792,289,87
fm_110062_-31979,479,109
fm_110089_9497,206,6
fm_11011_-49906,12,120
fm_11011_-75908,414,78
fm_110175_16907,113,193
fm_110176_35288,405,321
fm_110204_28158,317,159
fm_110208_-26439,297,130
fm_110218_-37309,404,340
fm_110220_-73801,207,119
fm_11023_29686,360,277
fm_110243_-82481,342,87
fm_110274_43628,446,132
fm_110503_-57113,441,173
fm_110510_-100740,426,362
fm_110519_11357,36,323
fm_110519_8267,379,80
fm_110523_-58963,97,152
fm_110524_-103860,80,213
fm_110533_-77501,128,279
fm_110559_19117,116,340
fm_110604_52787,35,150
fm_110625_14467,148,139
fm_110656_-15792,247,269
fm_110702_-38219,157,264
fm_11086_-69708,40,290
fm_110960_-101370,393,163
fm_110979_11937,21,9
fm_110983_-76881,328,270
fm_110983_-76911,496,102
fm_111002_38988,62,357
fm_111074_59937,215,162
fm_111088_-32299,196,317
fm_111179_53687,76,309
fm_11118_23845,66,62
fm_111209_57417,140,125
fm_111442_41498,352,165
fm_111443_-57753,283,326
fm_111449_16017,297,255
fm_111456_-37919,382,259
fm_111496_-59913,264,186
fm_111504_6687,82,284
fm_111530_-76621,201,29
fm_111534_-38809,42,223
fm_111535_12297,180,139
fm_111566_35308,186,325
fm_111566_38708,441,227
fm_111612_27568,417,318
fm_111647_-38549,398,193
fm_111860_-91130,110,341
fm_111903_-80611,125,353
fm_111912_38988,379,187
fm_111913_-49343,366,271
fm_111913_-55263,74,281
fm_111913_-77541,74,118
fm_111947_-68231,125,36
fm_111954_59937,382,353
fm_111955_-102320,168,94
fm_111968_-26449,305,174
fm_111995_-93290,325,17
fm_111998_-24589,491,161
fm_112008_-54323,127,292
fm_112083_-902,374,86
fm_112099_-82781,124,69
fm_112191_50597,203,164
fm_112342_35918,208,223
fm_112360_65477,489,144
fm_112362_40278,149,109
fm_112405_-83081,426,175
fm_112414_55257,362,274
fm_112428_-28289,406,266
fm_112438_-16432,383,279
fm_112438_-32929,11,300
fm_112456_-3442,11,207
fm_112460_-81581,395,8
fm_112465_-90840,202,269
fm_112509_57417,36,323
fm_112752_-33849,393,244
fm_112783_-50623,363,244
fm_112799_13207,414,247
fm_112825_29078,100,247
fm_112844_50287,99,131
fm_11284_-10455,477,256
fm_112854_6717,434,275
fm_112870_-73191,247,197
fm_112876_31598,327,129
fm_112890_-79051,159,165
fm_112900_-71921,349,52
fm_112969_60217,359,266
fm_113029_-82821,132,303
fm_11320_18136,159,126
fm_113210_42748,426,53
fm_113226_-6832,377,369
fm_113232_37738,115,30
fm_11324_-3935,426,218
fm_113265_-1872,7,115
fm_113318_-32329,49,284
fm_113345_-103570,343,31
fm_113352_28778,86,171
fm_113358_-50923,315,66
fm_11339_20666,496,67
fm_113419_64587,401,161
fm_11350_11646,402,299
fm_113682_-312,156,349
fm_113693_-51183,150,277
fm_113754_52807,390,273
fm_113764_55887,249,257
fm_113764_6697,187,200
fm_113790_-75971,359,285
fm_113790_-80911,248,113
fm_113796_-10562,306,62
fm_113798_-26409,286,280
fm_113808_-27699,313,370
fm_113815_8537,202,269
fm_113818_-34179,398,190
fm_113823_-82481,149,159
fm_113909_59637,303,223
fm_11409_35276,36,296
fm_114123_-47473,278,24
fm_114129_7607,341,105
fm_114132_32528,135,182
fm_114139_13167,247,232
fm_114206_-14852,219,120
fm_114215_-99860,366,171
fm_114230_-77221,108,26
fm_114238_-36009,155,241
fm_114246_-9292,359,293
fm_114309_62687,86,77
fm_114329_64577,285,28
fm_114338_65207,109,299
fm_114563_-80621,4,122
fm_114570_-91740,445,147
fm_114573_-49383,79,227
fm_11459_32206,24,269
fm_114602_39038,18,281
fm_114604_-104180,315,317
fm_114612_36518,351,14
fm_114613_-70381,403,288
fm_11461_-49226,412,242
fm_114633_43038,78,122
fm_114655_-101070,36,323
fm_114658_-59263,230,141
fm_11465_8876,39,331
fm_114688_-53663,403,357
fm_114695_-99850,415,11
fm_114711_5737,145,171
fm_114732_28798,360,256
fm_115052_-26149,41,91
fm_115056_-12082,226,225
fm_115063_20667,121,69
fm_115104_-15522,157,26
fm_115108_-27079,259,90
fm_115116_-8392,9,263
fm_115145_11017,159,207
fm_115146_-13632,437,189
fm_115150_-77211,441,210
fm_115165_13787,310,94
fm_115202_-38229,330,338
fm_115210_-89940,249,126
fm_115264_43668,435,245
fm_115409_51247,142,180
fm_115456_29388,359,276
fm_115458_-90530,26,176
fm_115460_-97360,148,244
fm_115465_-1892,429,124
fm_115472_-31409,70,173
fm_115483_-49323,282,321
fm_115510_-101990,87,129
fm_115554_59887,167,195
fm_115556_-14282,398,16
fm_115556_-4662,38,202
fm_115558_-56203,239,185
fm_115568_-54903,453,184
fm_115576_-7722,312,118
fm_115576_40588,361,191
fm_11559_29076,495,96
fm_115620_-69441,164,79
fm_115899_9457,443,292
fm_115916_-4982,141,249
fm_115942_40278,14,149
fm_115959_7637,178,313
fm_115962_33728,145,171
fm_116005_13817,266,191
fm_116036_41768,24,269
fm_116038_-30129,145,171
fm_116045_8567,86,56
fm_116064_59947,128,104
fm_11608_17045,96,11
fm_11623_-28171,303,160
fm_116350_-102590,447,341
fm_116353_-50603,325,190
fm_116362_30028,261,218
fm_116380_-94890,197,366
fm_116399_11947,328,31
fm_116403_-77531,433,122
fm_116403_-78111,218,67
fm_116409_19727,472,70
fm_116413_-55883,36,323
fm_116456_-59903,71,227
fm_116458_-55553,363,189
fm_116465_-99190,435,74
fm_116474_52177,292,277
fm_116475_-101660,393,163
fm_116475_7937,194,155
fm_116485_-95160,354,26
fm_116488_-59303,221,207
fm_116490_-71331,337,170
fm_116494_60537,21,112
fm_116496_40558,317,159
fm_116500_-74441,495,247
fm_116505_-60853,251,220
fm_116516_-2152,131,346
fm_116553_-60193,488,374
fm_116577_-1232,162,52
fm_116589_60827,461,288
fm_116796_-12122,163,9
fm_116819_16587,175,133
fm_11681_-38101,149,240
fm_116839_11307,137,197
fm_116844_-103880,48,243
fm_116846_-37569,487,269
fm_116916_34678,311,257
fm_116924_63607,483,219
fm_116928_-35389,136,131
fm_116935_-91430,426,361
fm_116936_41208,122,186
fm_116956_-5872,352,165
fm_116968_-35399,131,361
fm_116_-72993,433,122
fm_117009_52467,78,261
fm_11716_-83028,470,91
fm_117250_-102000,289,234
fm_117263_-47463,266,192
fm_117263_-51833,141,337
fm_117266_-37569,247,349
fm_117289_8887,9,263
fm_117300_-24239,192,179
fm_117303_-58343,362,274
fm_117385_16267,250,63
fm_117406_-9282,201,204
fm_117410_-75011,496,58
fm_117410_-76601,441,210
fm_117418_-56813,315,95
fm_117488_65167,104,280
fm_117706_-3072,336,213
fm_11770_18186,122,136
fm_117713_-74111,317,224
fm_117826_-10542,48,76
fm_117834_55297,287,371
fm_117845_11007,363,139
fm_117865_8567,266,192
fm_117868_-34159,247,151
fm_11798_58984,187,73
fm_118152_38978,31,131
fm_118162_33128,410,171
fm_118182_-34479,405,122
fm_118183_-54633,30,194
fm_118204_-23919,408,105
fm_118210_-91760,282,126
fm_118286_35268,123,363
fm_118290_-71291,46,150
fm_118298_-57433,339,36
fm_118404_-89630,262,126
fm_11858_59354,244,237
fm_118600_-94230,166,239
fm_118632_31888,375,68
fm_118735_19997,387,69
fm_118758_-16442,433,122
fm_118765_14467,354,50
fm_118790_-89900,421,297
fm_119070_-94890,499,37
fm_119083_-78761,444,218
fm_119093_-48093,202,178
fm_119096_-5552,86,135
fm_119103_-54613,329,311
fm_119106_-9632,69,211
fm_119158_-48413,324,29
fm_119175_-60803,402,299
fm_119175_-83131,216,27
fm_119186_-10522,226,46
fm_119186_39318,381,37
fm_119196_41818,133,51
fm_11919_-95258,78,54
fm_119215_-101040,359,285
fm_119232_-23609,269,337
fm_119272_-23639,327,85
fm_119296_21227,204,8
fm_119496_-14562,168,291
fm_119506_-14562,423,215
fm_119526_-9612,460,99
fm_119539_8827,246,242
fm_119549_17817,462,11
fm_119552_-28599,145,212
fm_119560_-96120,342,87
fm_119626_32158,35,259
fm_119630_-71931,359,266
fm_119634_52167,39,223
fm_119665_9157,76,74
fm_119979_11967,451,226
fm_119993_-79381,245,191
fm_120004_6697,475,323
fm_120020_65527,481,121
fm_120034_-15532,232,285
fm_120060_-75961,74,250
fm_120066_-5252,169,266
fm_120080_-77811,433,261
fm_120108_-52793,480,134
fm_12011_-36871,436,78
fm_120169_60257,137,110
fm_120199_-82801,28,366
fm_120433_-53073,36,312
fm_120484_-23929,353,42
fm_120515_-93330,80,109
fm_120546_41178,375,238
fm_120554_64247,113,304
fm_120558_-28889,60,122
fm_120566_-5872,231,156
fm_120579_6347,9,103
fm_12073_-26361,132,80
fm_12074_-67838,488,331
fm_120863_-80001,442,172
fm_120865_-44723,142,323
fm_120872_38418,197,339
fm_120893_-78121,230,242
fm_120956_-14252,222,234
fm_120956_-4622,193,75
fm_120956_-7152,162,331
fm_120958_-27649,438,179
fm_120958_-50923,466,275
fm_120985_14457,439,258
fm_120998_-54963,317,165
fm_121006_-4622,454,289
fm_12103_-26361,386,163
fm_121083_-45643,67,281
fm_12113_-34091,196,156
fm_12113_-38731,92,124
fm_121312_33738,237,177
fm_121328_20297,31,134
fm_121337_-81841,141,206
fm_121343_-57703,425,220
fm_121353_-53083,205,273
fm_121360_-102620,353,358
fm_121374_-104160,351,14
fm_121414_64887,413,120
fm_121418_-56783,489,356
fm_121426_31548,166,16
fm_121434_54667,121,58
fm_121436_30348,229,133
fm_121444_59897,182,149
fm_121460_-72531,149,36
fm_121492_28748,159,165
fm_121559_62717,71,193
fm_121749_9457,130,369
fm_121750_-94870,315,362
fm_121756_-6202,493,147
fm_121776_-13312,374,361
fm_121783_-78151,78,155
fm_121792_34388,492,76
fm_121809_17817,100,125
fm_121810_-103220,209,186
fm_121853_43018,68,38
fm_121855_7317,15,316
fm_121866_38728,248,213
fm_121898_-51493,362,219
fm_121908_-36029,414,231
fm_121918_-24579,113,367
fm_121923_-45613,383,275
fm_121942_-38179,69,211
fm_122232_-29249,332,193
fm_122234_7017,289,149
fm_122248_-90520,319,74
fm_122274_-45913,480,134
fm_122325_-101040,117,200
fm_122326_36818,489,206
fm_122346_-8402,109,84
fm_122348_-34149,360,310
fm_122356_-13642,100,83
fm_122360_-74401,157,68
fm_122366_-4052,60,225
fm_122652_36498,10,355
fm_122672_37138,352,218
fm_122701_-46273,353,26
fm_122706_-3092,494,176
fm_122706_-5602,248,217
fm_122744_6667,399,173
fm_122768_-58683,203,46
fm_122775_-16722,264,232
fm_122784_55907,403,357
fm_122788_-32959,55,146
fm_122796_40578,36,323
fm_122798_-31679,44,196
fm_122798_-50273,119,62
fm_122815_11627,133,342
fm_122879_53707,264,186
fm_122914_43628,294,290
fm_122914_50947,494,303
fm_123102_-31379,327,129
fm_123103_-46893,437,118
fm_123112_31888,352,165
fm_123112_32518,381,147
fm_123113_-70411,68,262
fm_123132_-35719,262,276
fm_123140_-100130,407,266
fm_123143_-77491,359,98
fm_123143_-79351,376,223
fm_12319_40516,287,191
fm_123226_38718,255,124
fm_123258_-47833,355,70
fm_123260_-75961,44,181
fm_123546_-13302,264,151
fm_123570_-98260,399,29
fm_123572_-30439,332,14
fm_123576_-6812,323,367
fm_123602_-25469,490,120
fm_123610_-101990,351,14
fm_123665_-90820,108,26
fm_123685_-96400,336,343
fm_12368_61774,340,252
fm_12368_64264,385,91
fm_123690_-73171,146,288
fm_123708_-28289,481,147
fm_123716_-7162,242,46
fm_12371_-75548,295,208
fm_12371_43336,179,49
fm_12381_43326,265,340
fm_124010_66737,435,74
fm_124022_42078,303,92
fm_124023_-57693,110,17
fm_124036_29418,114,16
fm_124108_-49643,398,16
fm_124118_-25179,15,350
fm_124155_-94580,495,342
fm_12417_-56106,493,367
fm_12421_-26031,86,329
fm_124239_58957,83,115
fm_12443_-83298,473,83
fm_124453_-74081,95,286
fm_12445_-37521,284,55
fm_124463_-53413,53,52
fm_124472_-36369,309,167
fm_124472_36558,96,11
fm_124512_31898,20,161
fm_124545_-16762,489,116
fm_124555_-92680,433,122
fm_124564_55857,444,165
fm_124580_-77841,76,71
fm_124595_-83071,386,329
fm_124618_-35449,416,286
fm_124685_-45303,186,205
fm_12471_-28521,405,88
fm_12482_-37771,446,69
fm_124900_-94840,495,217
fm_124912_-26729,184,296
fm_124912_42098,400,195
fm_124923_-76281,397,325
fm_125004_52177,13,256
fm_125018_-31699,44,106
fm_125028_-51493,162,52
fm_125040_-81531,270,104
fm_125155_-23329,169,296
fm_125175_-16122,131,270
fm_125353_-48103,489,217
fm_125372_-34459,464,69
fm_125382_-31069,19,361
fm_125396_-12122,31,249
fm_125402_-36349,102,14
fm_125402_40258,307,329
fm_125406_-4972,465,188
fm_125456_-5292,69,211
fm_125514_63017,251,113
fm_125516_38068,475,75
fm_125569_54337,226,283
fm_125614_50937,303,223
fm_125619_53717,467,185
fm_12568_13645,251,54
fm_12573_-31611,128,279
fm_12574_-67838,167,87
fm_125803_-79371,48,328
fm_125812_39018,479,211
fm_125840_-94900,342,87
fm_125852_-27329,92,328
fm_125852_30648,141,201
fm_12588_23475,4,166
fm_125908_-46543,349,331
fm_125916_-4012,302,206
fm_125948_-26399,200,126
fm_125966_31588,340,232
fm_126059_60827,422,337
fm_12698_53104,308,252
fm_12708_60264,103,222
fm_12758_59354,185,88
fm_12759_39936,38,274
fm_12769_-99318,263,216
fm_12771_-81428,121,314
fm_12781_-75558,39,157
fm_12861_-26611,383,279
fm_12873_-83348,495,217
fm_12905_-93718,418,333
fm_13094_-9815,493,29
fm_13118_58374,183,294
fm_13211_-75588,146,281
fm_13251_-56996,248,299
fm_13291_18488,443,159
fm_13344_28126,94,259
fm_13361_-33791,475,224
fm_13366_-77428,305,29
fm_13371_-29121,184,323
fm_13402_17560,267,85
fm_13410_-90308,55,302
fm_13443_21010,318,101
fm_13481_14250,335,369
fm_13501_17970,4,166
fm_13528_21815,410,48
fm_13554_-8305,405,128
fm_13558_8525,99,229
fm_13560_13796,459,276
fm_13659_35306,14,211
fm_13662_20956,260,37
fm_13668_52214,139,49
fm_13671_-49236,263,14
fm_13685_10116,347,362
fm_13698_56514,194,336
fm_13723_29706,127,106
fm_13760_17548,382,183
fm_13780_16968,39,226
fm_13790_21578,209,189
fm_13825_-99638,415,217
fm_13827_-50216,215,169
fm_13971_12390,44,234
fm_14022_-15715,349,52
fm_14038_59624,290,207
fm_14048_12945,75,306
fm_14048_21805,197,244
fm_14119_38076,320,334
fm_14167_43046,363,364
fm_14210_16978,447,308
fm_14251_-34361,121,175
fm_14256_-79908,267,85
fm_14271_-26651,152,285
fm_14277_-51456,82,179
fm_14322_-8915,486,90
fm_14323_15110,206,332
fm_14328_65534,193,253
fm_14352_12740,148,139
fm_14412_-22911,306,126
fm_14430_12980,167,353
fm_14468_20435,145,212
fm_14478_15305,185,348
fm_14498_15995,360,56
fm_14520_8536,38,81
fm_14559_-95938,441,210
fm_14593_-89368,400,228
fm_14601_-47996,394,306
fm_14615_11976,398,193
fm_14639_10820,61,197
fm_14639_11490,185,242
fm_14641_21948,118,236
fm_14651_23188,352,165
fm_14684_31886,20,161
fm_14750_-89708,47,32
fm_14762_-9505,463,114
fm_14763_-29441,97,231
fm_14772_-6115,174,243
fm_14802_-10765,103,281
fm_14823_-34731,243,37
fm_14978_17375,38,117
fm_14988_11255,67,165
fm_14988_11915,398,367
fm_14988_19435,227,157
fm_15008_59344,498,190
fm_15009_31566,392,56
fm_15032_21838,390,259
fm_15041_-54546,15,67
fm_15044_-16015,34,168
fm_15051_-49236,311,83
fm_15061_-71248,185,113
fm_15069_-68758,82,117
fm_15069_17320,262,126
fm_15157_-55426,375,222
fm_15223_-32861,483,16
fm_15290_19550,444,165
fm_15300_16390,420,85
fm_15303_-15375,272,52
fm_15340_12400,391,108
fm_15340_15150,149,240
fm_15406_6918,247,151
fm_15418_63974,139,142
fm_15428_23125,196,254
fm_15428_56834,403,357
fm_15458_7815,78,261
fm_15461_-74338,73,317
fm_15468_21415,74,265
fm_15483_-89418,466,163
fm_15499_-94028,209,197
fm_15511_-58276,36,224
fm_15516_-59476,494,290
fm_15519_40526,302,186
fm_15545_-82398,201,261
fm_15549_11968,188,367
fm_15561_-30981,490,263
fm_15566_-72138,484,282
fm_15566_-72778,279,55
fm_15569_16918,363,244
fm_15580_24058,262,257
fm_15585_-91868,344,17
fm_15590_23478,247,186
fm_15600_22208,338,98
fm_15626_-74648,496,142
fm_15648_23190,9,336
fm_15663_13230,310,364
fm_15663_9500,445,346
fm_15682_14560,225,94
fm_15712_-6075,350,333
fm_15712_21380,335,27
fm_15723_18080,273,191
fm_15731_23600,403,357
fm_15800_18310,424,44
fm_15801_10520,121,175
fm_15818_54364,458,69
fm_15885_16208,352,348
fm_15903_-89378,461,199
fm_15909_36226,371,344
fm_15919_35886,221,207
fm_15927_5890,297,67
fm_15928_16315,234,165
fm_15929_-99938,266,220
fm_15940_15460,259,185
fm_15958_16705,362,240
fm_15959_11460,493,281
fm_15961_22738,201,270
fm_15980_21246,100,83
fm_16010_16358,76,74
fm_16030_24718,208,223
fm_16035_-91248,366,91
fm_16050_17578,150,33
fm_16051_-24781,389,212
fm_16055_-93138,379,303
fm_16064_37106,211,219
fm_16112_-3015,39,157
fm_16118_-245,457,267
fm_16133_25450,378,87
fm_16163_-24501,187,199
fm_16224_-16315,494,129
fm_16250_-23211,159,165
fm_16254_-9805,364,142
fm_16254_6210,259,185
fm_16274_-9815,116,334
fm_16300_15056,403,26
fm_16345_8478,475,159
fm_16375_19328,159,165
fm_16412_51584,169,296
fm_16428_14315,239,311
fm_16439_8950,253,371
fm_16464_34946,344,206
fm_16467_14652,399,115
fm_16467_15892,136,346
fm_16469_16948,169,296
fm_16470_6716,110,195
fm_16476_-79318,251,44
fm_16494_40246,252,119
fm_16517_15892,239,185
fm_16518_11232,425,181
fm_16554_6386,37,295
fm_16566_14658,500,320
fm_16572_17700,280,110
fm_16581_8858,250,32
fm_16598_8870,326,269
fm_16622_18270,264,151
fm_16640_17680,95,358
fm_16650_11780,463,127
fm_16666_-83028,221,78
fm_16674_-13535,70,142
fm_16694_-5825,179,212
fm_16724_-8305,118,163
fm_16819_35246,429,27
fm_16861_19418,367,38
fm_16867_19660,459,199
fm_16870_18000,403,356
fm_16870_23738,124,314
fm_16871_-80218,478,263
fm_16889_11460,124,304
fm_16910_18218,345,170
fm_16916_-70268,171,119
fm_16917_-48296,244,282
fm_16945_-103368,309,25
fm_16947_-50826,385,258
fm_16957_-54196,274,318
fm_16968_15532,209,197
fm_16976_-70328,192,122
fm_16990_43636,450,174
fm_17002_22560,233,367
fm_17023_-29451,93,230
fm_17052_-12585,289,234
fm_17056_10618,232,155
fm_17066_13768,117,153
fm_17076_14648,204,34
fm_17109_9448,387,69
fm_17111_17400,93,49
fm_17131_15780,373,180
fm_17141_14580,20,161
fm_17191_15790,277,327
fm_17208_59654,215,302
fm_17245_15598,32,129
fm_17252_4920,494,303
fm_17261_-52326,487,370
fm_17271_-47396,70,126
fm_17271_-55746,490,213
fm_17275_17488,453,5
fm_17280_16090,95,97
fm_17282_21828,6,12
fm_17288_9758,441,210
fm_17295_8246,398,190
fm_17309_16710,39,171
fm_17319_13620,489,171
fm_17330_-46166,231,89
fm_17340_14118,438,357
fm_17349_13630,107,159
fm_17358_10235,478,302
fm_17358_14635,227,40
fm_17363_24000,48,231
fm_17370_20958,423,343
fm_17375_-93098,456,334
fm_17377_15832,47,78
fm_17380_24738,422,259
fm_17381_-29091,211,12
fm_17412_14790,113,62
fm_17422_14790,39,157
fm_17463_12610,327,129
fm_17502_-13245,121,213
fm_17503_17290,245,96
fm_17512_20130,74,118
fm_17531_16780,117,361
fm_17580_13300,435,309
fm_17590_17640,351,369
fm_17610_14446,383,279
fm_17708_25110,113,193
fm_17708_9778,259,185
fm_17717_22100,465,49
fm_17729_-100588,366,77
fm_17730_16110,67,218
fm_17747_22080,148,244
fm_17759_8340,269,337
fm_17761_-50496,20,161
fm_17769_-68758,218,71
fm_17769_16700,258,325
fm_17810_22848,493,102
fm_17838_25215,491,161
fm_17846_-69078,25,220
fm_17857_-57926,303,267
fm_17913_17460,202,114
fm_17932_23250,22,190
fm_17942_15200,97,206
fm_17952_-14445,496,374
fm_17963_-27551,375,112
fm_17984_22458,384,343
fm_18010_13310,342,87
fm_18054_-12335,381,233
fm_18070_18166,53,180
fm_18120_16296,459,283
fm_18145_14058,387,314
fm_18145_16848,415,42
fm_18146_22900,210,282
fm_18179_-96538,151,159
fm_18190_19418,349,253
fm_18190_21720,310,369
fm_18201_-51086,412,242
fm_18211_-47996,476,366
fm_18257_12172,333,71
fm_18257_16472,28,331
fm_18280_25928,441,210
fm_18299_24018,24,236
fm_18308_25215,323,358
fm_18315_-98978,449,2
fm_18321_7782,379,303
fm_18363_18100,398,193
fm_18368_12245,486,328
fm_18383_-32831,22,206
fm_18383_-37191,438,179
fm_18403_-31611,442,172
fm_18408_-205,61,85
fm_18413_20350,402,84
fm_18422_15210,105,243
fm_18422_18910,107,198
fm_18442_22148,92,366
fm_18470_11170,90,287
fm_18558_63324,302,350
fm_18585_13458,82,27
fm_18607_17790,341,72
fm_18607_21500,267,221
fm_18611_-57026,307,227
fm_18611_-71848,337,331
fm_18621_-80228,190,216
fm_18623_7060,408,64
fm_18645_15336,415,372
fm_18649_14900,216,175
fm_18649_15510,185,61
fm_18659_-101788,387,69
fm_18661_14188,245,261
fm_18717_-47676,348,79
fm_18726_-78698,9,331
fm_18747_-51416,491,199
fm_18759_22798,113,267
fm_18761_28466,362,109
fm_18798_5260,389,48
fm_18813_-25081,409,228
fm_18838_14665,477,247
fm_18853_-26951,464,182
fm_18871_-38101,200,126
fm_18871_-83908,217,157
fm_18873_24710,442,211
fm_18876_15278,307,94
fm_18892_-22911,91,372
fm_18901_19870,162,52
fm_18950_14530,59,302
fm_18951_14580,366,171
fm_18981_14570,246,259
fm_19085_10938,182,355
fm_19088_63664,266,192
fm_19098_55324,121,69
fm_19099_-99948,326,154
fm_19099_36826,46,34
fm_19109_6530,61,197
fm_19111_24080,67,165
fm_19167_-49596,404,75
fm_19171_12288,210,61
fm_19176_-69068,58,56
fm_19199_16928,128,279
fm_19201_-30961,229,122
fm_19207_-47116,344,243
fm_19222_21900,403,26
fm_19272_-8565,393,125
fm_19286_16528,333,19
fm_19318_21815,335,54
fm_19328_10895,310,27
fm_19350_9260,324,0
fm_19370_11358,472,326
